b5a1fa98242d4323a9b6a6bb2ca3747f	1
89edd08ff30b454fa104a40fae11a9dc	1
fc6d8a952bfd489da3048c4ca45168eb	0
bd2d492dd52e4c4dbc8a7939f8fefa95	1
97fb36632f774a41a2f6b2544ef37a07	1
81c92fbc1fda44b58a7ccd83d6bf3260	1
e848418c3c614521a43e98c8fbb696c3	1
283d047207d840a383a742ecaab74861	1
01b038d9bbe64d659aaee684d9f519af	1
519daa0ee3d64c63b277851db368d10a	1
c5a3ea93732148b78dcaf8c2b2ec0db5	0
a44399ad7d074c5987c8c709b1ba8263	0
10665a911c5d4f4db77299e481108d25	0
b3766894fe1d495b8111b056ea3068f4	1
53ea6d65448f41e4bf58992be707c6fd	1
8eca22a6b15e42eebe47cf9d0f20d2ca	0
5cd7eb1ce4424ba59cce27b424384342	0
8b706f68e78a4b8da4727c6a95ae6a14	0
4d12337d71db453db565b1151e179e32	1
0f318fc0dbc04531b4af1740fb6d3ecd	0
ac31badcafe7471d9bf0c32ca7e14d57	0
11f0433f5ba2453bbbec2c14a4fbeaf9	0
522d5e408fc34b938a265c1376d173cf	0
a2452b217c5b45c58ab4365c4c5f423b	1
94c3dd13383e46f5bd93de03654abca7	1
148deb81ef034f388b94aa2ff863d1a1	1
2d3cc730874d49c39ecbfe9f55f72553	1
1531ab25c20a40f295b53614b78f0b35	1
ba00fd89d2904036bf4d3ec3c1cb3a8a	1
caf2fc334a684bd793ea75585c2fc9f5	0
0007201b746d4a72868aa63878fe6219	1
28fe317dc2544d4e98a9c75da28221d5	1
ab917bd3a45f4bf5ac778da5470a6b12	0
1cff0df5704b443189163b2fbf447475	1
6170b3f97b8d4bcea6e2ae1f8eae9449	1
d8f73bea8d1c425dabc7d2a011190149	1
2748c7440b34460eb2ead3f341a88a05	0
1528399477cd4843a690e0e96b112742	0
c6691df9b217490ab757ce5b921a829f	0
e621bb83651b46c7b6dcd91f74e70d5a	1
a0b9792f55e04153903f507a93adf512	1
ae38c3944d264f45869e8be2cb3308a7	1
57d8998eb3c24792841c3e34dd65478d	1
589f2d9ad02040c9af7e0c0b21003d9d	0
3bafca446c4d42a78085323cc4d50725	1
